id,section,word,correctAnswer,choice2,choice3,choice4,points,explanation,questionType,passage
L09-P08-S02,Lesson 9,Volunteers who walked around Stanford’s campus produced more creative ideas than those who ___.,sat,ran,danced,slept,1,The paragraph compares walking around campus with sitting either inside or outside.,Summary Cloze,"[8] Finally, to examine whether the results of walking and creativity could apply to the real world, portions of the experiment were moved to an outdoor space. Most people would probably guess that walking outside should be much better for creativity than walking inside a dull office, but surprisingly, that assumption was proven to be wrong. When volunteers walked around Stanford’s pleasant, green campus for about eight minutes, they produced more creative ideas than when they sat either inside or outside for the same length of time. But they were not especially more creative as a result of their outdoor walk than when, in a repeat of the experiment, they walked on an indoor treadmill, facing a blank wall. It really seems that it’s the walking that is important for stimulating creativity, and not the surroundings."
L09-P08-S03,Lesson 9,"Indoor treadmill walking and outdoor walking had similar effects, suggesting that the ___ were not the key factor.",surroundings,students,objects,tests,1,"The paragraph concludes that walking, not the surroundings, stimulated creativity.",Summary Cloze,"[8] Finally, to examine whether the results of walking and creativity could apply to the real world, portions of the experiment were moved to an outdoor space. Most people would probably guess that walking outside should be much better for creativity than walking inside a dull office, but surprisingly, that assumption was proven to be wrong. When volunteers walked around Stanford’s pleasant, green campus for about eight minutes, they produced more creative ideas than when they sat either inside or outside for the same length of time. But they were not especially more creative as a result of their outdoor walk than when, in a repeat of the experiment, they walked on an indoor treadmill, facing a blank wall. It really seems that it’s the walking that is important for stimulating creativity, and not the surroundings."
L09-P09-V01,Lesson 9,"As used in paragraph 9, the word “distinct” most nearly means:",different,hidden,similar,common,1,The walking effect is different from permanent physical changes because it lasts only a short time.,Vocabulary,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
L09-P09-F01,Lesson 9,"According to paragraph 9, what remains unclear?",How a brief walk changes mental processes related to creativity,Whether walking has any effect on mood,Whether the experiment included students,How long permanent brain changes last,1,The paragraph says it remains unclear how a brief walk alters the mental processes related to creativity.,Factual,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
L09-P09-I01,Lesson 9,What can be inferred about the effect of a brief walk?,It is probably not caused by permanent physical changes in the brain.,It permanently changes the structure of the brain.,It works only when people feel sad.,It prevents all rational thought from occurring.,1,"The paragraph says the effect lasts only a short time, making it distinct from permanent physical changes.",Inference,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
L09-P09-S01,Lesson 9,"The effect of a brief, casual walk lasts for only a short ___.",time,distance,story,experiment,1,The paragraph explicitly states that the effect lasts for only a short time.,Summary Cloze,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
L09-P09-S02,Lesson 9,One possible explanation is that walking improves ___.,mood,vision,hearing,temperature,1,"The paragraph suggests walking may improve mood, allowing creativity to blossom.",Summary Cloze,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
L09-P09-S03,Lesson 9,Another possibility is that walking helps the brain break through some rational ___.,controls,exercises,campuses,objects,1,The paragraph says walking may allow the brain to break through some of its own rational controls.,Summary Cloze,"[9] Just how a brief, casual walk alters the various mental processes related to creativity remains unclear, but the effect lasts for only a short time, making it distinct from any permanent physical changes that exercise might produce inside the human brain. The primary effect might be that walking improves mood, and creativity blossoms more easily within a positive mind. On the other hand, walking might change the direction of energy that otherwise would be devoted, by intention or not, to restraining wild, creative thought. It’s possible that walking allows the brain to break through some of its own rational controls."
L09-P10-V01,Lesson 9,"As used in paragraph 10, “likely explanations” most nearly means:",possible reasons,final answers,walking routes,student mistakes,1,The phrase refers to possible reasons for the effect of walking on creativity.,Vocabulary,"[10] But those are only a few of many likely explanations, the research student said, adding that she would probably go for a walk later to help her think of some other possible theories and creative experiments for testing them."
L09-P10-F01,Lesson 9,"According to paragraph 10, what did the research student say she would probably do later?",Go for a walk to think of more theories and experiments,Stop studying creativity completely,Ask the volunteers to avoid walking,Move all future experiments indoors,1,The paragraph says she would probably go for a walk to help think of possible theories and experiments.,Factual,"[10] But those are only a few of many likely explanations, the research student said, adding that she would probably go for a walk later to help her think of some other possible theories and creative experiments for testing them."
L09-P10-I01,Lesson 9,What is the effect of ending the passage with the student planning to walk?,It humorously reinforces the passage’s claim that walking can support creative thinking.,It proves that walking has no scientific value.,It suggests the researcher dislikes her own study.,It shows that the experiment was conducted outdoors only.,1,"The ending applies the study’s idea to the researcher herself, reinforcing the link between walking and creative thinking.",Inference,"[10] But those are only a few of many likely explanations, the research student said, adding that she would probably go for a walk later to help her think of some other possible theories and creative experiments for testing them."
L09-P10-S01,Lesson 9,The research student said there were many possible ___ for the effect of walking.,explanations,students,objects,rooms,1,The paragraph refers to many likely explanations.,Summary Cloze,"[10] But those are only a few of many likely explanations, the research student said, adding that she would probably go for a walk later to help her think of some other possible theories and creative experiments for testing them."
L09-P10-S02,Lesson 9,She said she might walk later to think of more possible ___.,theories,campuses,buttons,presentations,1,The paragraph says she would walk to think of possible theories.,Summary Cloze,"[10] But those are only a few of many likely explanations, the research student said, adding that she would probably go for a walk later to help her think of some other possible theories and creative experiments for testing them."
L09-P10-S03,Lesson 9,The passage ends by showing the researcher using walking to generate new ___ ideas.,creative,financial,defensive,historical,1,"The planned walk is meant to help her think of theories and experiments, which are creative ideas.",Summary Cloze,"[10] But those are only a few of many likely explanations, the research student said, adding that she would probably go for a walk later to help her think of some other possible theories and creative experiments for testing them."
